"id","university","major","degree","season","decision","decision_method","decision_date","decision_timestamp","gpa","gre_verbal","gre_quant","gre_writing","status","post_data","post_timestamp","uni_faculty","uni_pub"
16054,"University Of Pennsylvania (UPenn)","CS","PhD","F10","Rejected","E-mail","15-02-2010",1266210000,3.31,149,163,3.5,"International","15-02-2010",1266210000,46,5.6
16055,"University Of Pennsylvania (UPenn)","CS","PhD","F10","Rejected","E-mail","15-02-2010",1266210000,NA,NA,NA,NA,"International with US Degree","15-02-2010",1266210000,46,5.6
16056,"University Of Pennsylvania (UPenn)","CS","PhD","F10","Rejected","E-mail","15-02-2010",1266210000,NA,NA,NA,NA,"International with US Degree","15-02-2010",1266210000,46,5.6
16057,"University Of Pennsylvania (UPenn)","CS","PhD","F10","Rejected","Website","15-02-2010",1266210000,NA,NA,NA,NA,"International","15-02-2010",1266210000,46,5.6
16058,"Stanford University","CS","PhD","F10","Rejected","E-mail","2-Dec-10",1265950800,3.85,162,158,5,"American","15-02-2010",1266210000,57,11.5
16059,"University Of California, Los Angeles (UCLA)","CS","PhD","F10","Accepted","E-mail","13-02-2010",1266037200,3.85,162,158,5,"American","15-02-2010",1266210000,37,5
16060,"Purdue University","ECE","PhD","F10","Rejected","E-mail","15-02-2010",1266210000,NA,NA,NA,NA,"International","15-02-2010",1266210000,53,4.8
16061,"University Of California, Santa Cruz (UCSC)","ECE","PhD","F10","Rejected","Website","14-02-2010",1266123600,NA,NA,NA,NA,"International","15-02-2010",1266210000,32,2.7
16062,"Purdue University","ECE","PhD","F10","Rejected","E-mail","15-02-2010",1266210000,3.85,146,166,4.5,"International with US Degree","15-02-2010",1266210000,53,4.8
16063,"Purdue University","ECE","PhD","F10","Accepted","E-mail","2-Nov-10",1265864400,NA,NA,NA,NA,"International with US Degree","15-02-2010",1266210000,53,4.8
16064,"Stanford University","CS","PhD","F10","Rejected","E-mail","13-02-2010",1266037200,3.8,170,142,3.5,"International","15-02-2010",1266210000,57,11.5
16065,"Pennsylvania State University (Penn State)","CS","PhD","F10","Accepted","E-mail","2-May-10",1265346000,3.85,146,166,4.5,"International with US Degree","15-02-2010",1266210000,33,3.4
16066,"University Of Minnesota, Twin Cities (UMN)","ECE","PhD","F10","Accepted","E-mail","2-Dec-10",1265950800,3.85,146,166,4.5,"International with US Degree","15-02-2010",1266210000,37,3.1
16067,"Stanford University","CS","MS","F10","Accepted","E-mail","14-02-2010",1266123600,3.9,154,164,4.5,"International with US Degree","14-02-2010",1266123600,57,11.5
16068,"Arizona State University (ASU)","ECE","MS","F10","Accepted","E-mail","2-Dec-10",1265950800,NA,NA,NA,NA,"International","14-02-2010",1266123600,26,2.3
16069,"Stanford University","CS","PhD","F10","Rejected","E-mail","2-Dec-10",1265950800,3.8,164,166,5,"American","14-02-2010",1266123600,57,11.5
16070,"Purdue University","ECE","PhD","F10","Rejected","Website","2-Dec-10",1265950800,NA,NA,NA,NA,"International","14-02-2010",1266123600,53,4.8
16071,"Purdue University","CS","PhD","F10","Accepted","E-mail","14-02-2010",1266123600,NA,NA,NA,NA,"International","14-02-2010",1266123600,53,4.8
16072,"Princeton University","CS","PhD","F10","Accepted","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"American","14-02-2010",1266123600,51,5.3
16073,"Purdue University","ECE","MS","F10","Rejected","Website","2-Dec-10",1265950800,NA,NA,NA,NA,"International","14-02-2010",1266123600,53,4.8
16074,"Purdue University","CS","PhD","F10","Accepted","E-mail","13-02-2010",1266037200,3.73,154,166,4,"International with US Degree","14-02-2010",1266123600,53,4.8
16075,"Purdue University","CS","MS","F10","Accepted","Phone","14-02-2010",1266123600,3.8,153,166,4,"International","14-02-2010",1266123600,53,4.8
16076,"Purdue University","CS","PhD","F10","Accepted","E-mail","14-02-2010",1266123600,NA,NA,NA,NA,"International","14-02-2010",1266123600,53,4.8
16077,"Purdue University","CS","PhD","F10","Accepted","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"International","14-02-2010",1266123600,53,4.8
16078,"Purdue University","CS","PhD","F10","Accepted","E-mail","13-02-2010",1266037200,3.73,154,166,4,"International with US Degree","14-02-2010",1266123600,53,4.8
16079,"University Of Pennsylvania (UPenn)","CS","PhD","F10","Rejected","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"International","14-02-2010",1266123600,46,5.6
16080,"Stanford University","CS","PhD","F10","Rejected","E-mail","2-Dec-10",1265950800,3.85,168,159,5,"American","14-02-2010",1266123600,57,11.5
16081,"Purdue University","CS","PhD","F10","Accepted","E-mail","14-02-2010",1266123600,NA,NA,NA,NA,"International","14-02-2010",1266123600,53,4.8
16082,"Purdue University","CS","PhD","F10","Accepted","E-mail","14-02-2010",1266123600,NA,NA,NA,NA,"International","14-02-2010",1266123600,53,4.8
16083,"Purdue University","ECE","PhD","F10","Rejected","Website","2-Dec-10",1265950800,NA,NA,NA,NA,"International with US Degree","13-02-2010",1266037200,53,4.8
16084,"Princeton University","CS","PhD","F10","Accepted","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"International","13-02-2010",1266037200,51,5.3
16085,"Princeton University","CS","PhD","F10","Accepted","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"International","13-02-2010",1266037200,51,5.3
16086,"Stanford University","CS","PhD","F10","Rejected","E-mail","2-Dec-10",1265950800,NA,NA,NA,NA,"International with US Degree","13-02-2010",1266037200,57,11.5
16087,"Princeton University","CS","PhD","F10","Accepted","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"American","13-02-2010",1266037200,51,5.3
16088,"Princeton University","CS","PhD","F10","Accepted","E-mail","13-02-2010",1266037200,NA,166,166,4,"International","13-02-2010",1266037200,51,5.3
16089,"Princeton University","CS","PhD","F10","Accepted","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"International","13-02-2010",1266037200,51,5.3
16090,"Princeton University","CS","PhD","F10","Accepted","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"American","13-02-2010",1266037200,51,5.3
16091,"Stanford University","CS","PhD","F10","Rejected","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"International","13-02-2010",1266037200,57,11.5
16092,"Stanford University","CS","PhD","F10","Rejected","E-mail","2-Dec-10",1265950800,NA,NA,NA,NA,"International","13-02-2010",1266037200,57,11.5
16093,"Stanford University","CS","PhD","F10","Rejected","E-mail","2-Dec-10",1265950800,NA,NA,NA,NA,"International","13-02-2010",1266037200,57,11.5
16094,"Carnegie Mellon University (CMU)","CS","MS","F10","Accepted","E-mail","2-Jun-10",1265432400,3.55,162,166,4.5,"International","13-02-2010",1266037200,152,18.1
16095,"Stanford University","CS","PhD","F10","Rejected","E-mail","13-02-2010",1266037200,3.7,156,166,4.5,"International with US Degree","13-02-2010",1266037200,57,11.5
16096,"Stanford University","CS","PhD","F10","Accepted","E-mail","2-Dec-10",1265950800,NA,NA,NA,NA,"American","13-02-2010",1266037200,57,11.5
16097,"Stanford University","CS","PhD","F10","Rejected","E-mail","2-Dec-10",1265950800,NA,NA,NA,NA,"International","13-02-2010",1266037200,57,11.5
16098,"Stanford University","CS","PhD","F10","Accepted","E-mail","2-Dec-10",1265950800,NA,NA,NA,NA,"American","13-02-2010",1266037200,57,11.5
16099,"University Of Florida, Gainesville (UFL)","CS","PhD","F10","Rejected","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"International","13-02-2010",1266037200,23,1.9
16100,"University Of California, Santa Cruz (UCSC)","CS","PhD","F10","Accepted","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"International","13-02-2010",1266037200,32,2.7
16101,"Purdue University","ECE","PhD","F10","Rejected","Website","13-02-2010",1266037200,NA,NA,NA,NA,"International","13-02-2010",1266037200,53,4.8
16102,"Purdue University","ECE","PhD","F10","Rejected","Website","13-02-2010",1266037200,NA,NA,NA,NA,"International","13-02-2010",1266037200,53,4.8
16103,"Stanford University","CS","PhD","F10","Rejected","E-mail","2-Dec-10",1265950800,3.8,156,166,3,"International","13-02-2010",1266037200,57,11.5
16104,"Stanford University","CS","PhD","F10","Rejected","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"American","13-02-2010",1266037200,57,11.5
16105,"Stanford University","CS","PhD","F10","Rejected","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"International","13-02-2010",1266037200,57,11.5
16106,"Duke University","CS","PhD","F10","Accepted","Website","13-02-2010",1266037200,NA,NA,NA,NA,"International","13-02-2010",1266037200,22,2.8
16107,"Stanford University","CS","PhD","F10","Rejected","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"International","13-02-2010",1266037200,57,11.5
16108,"Stanford University","CS","PhD","F10","Rejected","E-mail","2-Dec-10",1265950800,3.2,160,164,5.5,"American","13-02-2010",1266037200,57,11.5
16109,"Stanford University","CS","PhD","F10","Rejected","E-mail","2-Dec-10",1265950800,NA,NA,NA,NA,"International","13-02-2010",1266037200,57,11.5
16110,"Stanford University","CS","PhD","F10","Accepted","E-mail","2-Dec-10",1265950800,3.82,162,166,5,"American","13-02-2010",1266037200,57,11.5
16111,"Stanford University","CS","PhD","F10","Accepted","E-mail","2-Dec-10",1265950800,NA,NA,NA,NA,"American","13-02-2010",1266037200,57,11.5
16112,"Stanford University","CS","PhD","F10","Rejected","E-mail","13-02-2010",1266037200,3.6,152,166,5.5,"American","13-02-2010",1266037200,57,11.5
16113,"Stanford University","CS","PhD","F10","Accepted","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"American","13-02-2010",1266037200,57,11.5
16114,"Stanford University","CS","PhD","F10","Accepted","E-mail","13-02-2010",1266037200,3.96,160,166,5,"American","13-02-2010",1266037200,57,11.5
16115,"Stanford University","CS","PhD","F10","Rejected","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"International","13-02-2010",1266037200,57,11.5
16116,"Stanford University","CS","PhD","F10","Rejected","E-mail","2-Dec-10",1265950800,3.6,163,163,4.5,"American","13-02-2010",1266037200,57,11.5
16117,"Stanford University","CS","PhD","F10","Accepted","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"American","13-02-2010",1266037200,57,11.5
16118,"Stanford University","CS","PhD","F10","Rejected","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"International","13-02-2010",1266037200,57,11.5
16119,"University Of Washington, Seattle (UW)","CS","PhD","F10","Accepted","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"International with US Degree","13-02-2010",1266037200,57,8.4
16120,"Stanford University","CS","PhD","F10","Rejected","E-mail","13-02-2010",1266037200,3.96,169,166,4,"International","13-02-2010",1266037200,57,11.5
16121,"Stanford University","CS","PhD","F10","Rejected","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"American","13-02-2010",1266037200,57,11.5
16122,"Stanford University","CS","PhD","F10","Rejected","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"International","13-02-2010",1266037200,57,11.5
16123,"Cornell University","CS","PhD","F10","Accepted","Phone","2-Jul-10",1265518800,NA,NA,NA,NA,"American","13-02-2010",1266037200,68,8.7
16124,"Stanford University","CS","PhD","F10","Rejected","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"International","13-02-2010",1266037200,57,11.5
16125,"Stanford University","CS","PhD","S10","Rejected","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"American","13-02-2010",1266037200,57,11.5
16126,"Stanford University","CS","PhD","F10","Rejected","E-mail","2-Dec-10",1265950800,NA,NA,NA,NA,"American","13-02-2010",1266037200,57,11.5
16127,"Stanford University","CS","PhD","F10","Rejected","E-mail","13-02-2010",1266037200,3.94,158,164,5,"International","13-02-2010",1266037200,57,11.5
16128,"Stanford University","CS","PhD","F10","Rejected","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"American","13-02-2010",1266037200,57,11.5
16129,"Stanford University","CS","PhD","F10","Rejected","E-mail","13-02-2010",1266037200,3.84,163,160,5.5,"American","13-02-2010",1266037200,57,11.5
16130,"Stanford University","CS","PhD","F10","Rejected","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"American","13-02-2010",1266037200,57,11.5
16131,"Stanford University","CS","PhD","F10","Rejected","E-mail","2-Dec-10",1265950800,NA,NA,NA,NA,"International","13-02-2010",1266037200,57,11.5
16132,"Stanford University","CS","PhD","F10","Rejected","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"American","13-02-2010",1266037200,57,11.5
16133,"Stanford University","CS","PhD","F10","Rejected","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"International","13-02-2010",1266037200,57,11.5
16134,"Stanford University","CS","PhD","F10","Rejected","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"International with US Degree","13-02-2010",1266037200,57,11.5
16135,"Stanford University","CS","PhD","F10","Rejected","E-mail","2-Dec-10",1265950800,3.5,167,166,6,"American","13-02-2010",1266037200,57,11.5
16136,"Stanford University","CS","PhD","F10","Rejected","E-mail","13-02-2010",1266037200,NA,NA,NA,NA,"International","13-02-2010",1266037200,57,11.5
16137,"Vanderbilt University","CS","PhD","F10","Accepted","E-mail","2-Dec-10",1265950800,3.89,161,166,5,"American","13-02-2010",1266037200,15,1.5
16138,"University Of California, Berkeley (UCB)","CS","PhD","F10","Rejected","Other","13-02-2010",1266037200,NA,NA,NA,NA,"International","13-02-2010",1266037200,83,11.1
16139,"Kansas State University","CS","PhD","F10","Rejected","E-mail","2-Dec-10",1265950800,NA,NA,NA,NA,"International","12/2/10",1265950800,6,1.2
16140,"University Of California, Santa Cruz (UCSC)","ECE","PhD","F10","Rejected","Website","2-Nov-10",1265864400,NA,NA,NA,NA,"International","12/2/10",1265950800,32,2.7
16141,"Northeastern University","CS","PhD","F10","Accepted","E-mail","2-Dec-10",1265950800,NA,NA,NA,NA,"International","12/2/10",1265950800,55,4.7
16142,"University Of Washington, Seattle (UW)","CS","PhD","F10","Accepted","Phone","2-Dec-10",1265950800,NA,NA,NA,NA,"International with US Degree","12/2/10",1265950800,57,8.4
16143,"Harvard University","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"American","12/2/10",1265950800,29,4.2
16144,"Duke University","CS","PhD","F10","Accepted","E-mail","2-Dec-10",1265950800,NA,NA,NA,NA,"American","12/2/10",1265950800,22,2.8
16145,"University Of Wisconsin, Madison","ECE","PhD","F10","Accepted","E-mail","19-01-2010",1263877200,3.4,158,166,3,"American","12/2/10",1265950800,48,5.9
16146,"Ohio State University (OSU)","ECE","PhD","F10","Accepted","E-mail","2-Dec-10",1265950800,NA,NA,NA,NA,"International with US Degree","12/2/10",1265950800,35,3.4
16147,"Cornell University","ECE","PhD","F10","Accepted","E-mail","2-Dec-10",1265950800,NA,NA,NA,NA,"International with US Degree","12/2/10",1265950800,68,8.7
16148,"University Of Florida, Gainesville (UFL)","CS","PhD","F10","Rejected","E-mail","2-Dec-10",1265950800,NA,NA,NA,NA,"International with US Degree","12/2/10",1265950800,23,1.9
16149,"Ohio State University (OSU)","CS","PhD","F10","Accepted","E-mail","2-Dec-10",1265950800,3.93,145,166,3,"International","12/2/10",1265950800,35,3.4
16150,"University Of California, San Diego (UCSD)","CS","PhD","F10","Accepted","E-mail","2-Dec-10",1265950800,NA,NA,NA,NA,"International","12/2/10",1265950800,53,6.9
16151,"Brown University","CS","PhD","F10","Accepted","E-mail","2-Dec-10",1265950800,NA,NA,NA,NA,"American","12/2/10",1265950800,26,3.3
16152,"University Of Massachusetts, Amherst (UMass)","CS","PhD","F10","Accepted","E-mail","2-Dec-10",1265950800,NA,NA,NA,NA,"International","12/2/10",1265950800,50,4.7
16153,"University Of Massachusetts, Amherst (UMass)","CS","PhD","F10","Accepted","E-mail","2-Dec-10",1265950800,NA,NA,NA,NA,"International with US Degree","12/2/10",1265950800,50,4.7
16154,"North Caroline State University (NCSU)","CS","PhD","F10","Rejected","Website","2-Nov-10",1265864400,NA,NA,NA,NA,"International","12/2/10",1265950800,30,2.3
16155,"University Of Utah (UoU)","CS","PhD","F10","Accepted","E-mail","2-Nov-10",1265864400,NA,NA,NA,NA,"International","12/2/10",1265950800,40,3.6
16156,"University Of California, Santa Cruz (UCSC)","CS","PhD","F10","Rejected","Website","2-Dec-10",1265950800,3.46,NA,NA,NA,"International","12/2/10",1265950800,32,2.7
16157,"University Of Illinois, Chicago (UIC)","CS","PhD","F10","Accepted","E-mail","2-Aug-10",1265605200,NA,NA,NA,NA,"International","12/2/10",1265950800,33,2.8
16158,"University Of California, Santa Cruz (UCSC)","CS","PhD","F10","Rejected","Website","2-Dec-10",1265950800,NA,NA,NA,NA,"International","12/2/10",1265950800,32,2.7
16159,"Colorado State University (CSU)","CS","PhD","F10","Accepted","E-mail","2-Nov-10",1265864400,NA,NA,NA,NA,"American","12/2/10",1265950800,10,1.2
16160,"University Of California, Santa Barbara (UCSB)","CS","PhD","F10","Accepted","E-mail","2-Dec-10",1265950800,NA,NA,NA,NA,"American","12/2/10",1265950800,25,3.5
16161,"University Of California, San Diego (UCSD)","CS","PhD","S10","Accepted","E-mail","2-Dec-10",1265950800,3.2,160,164,5.5,"American","12/2/10",1265950800,53,6.9
16162,"University Of California, Santa Barbara (UCSB)","CS","PhD","F10","Accepted","E-mail","2-Nov-10",1265864400,NA,NA,NA,NA,"International","12/2/10",1265950800,25,3.5
16163,"University Of California, Santa Cruz (UCSC)","CS","PhD","F10","Accepted","E-mail","2-Nov-10",1265864400,NA,NA,NA,NA,"American","11/2/10",1265864400,32,2.7
16164,"University Of California, Santa Cruz (UCSC)","CS","PhD","F10","Accepted","E-mail","2-Nov-10",1265864400,NA,NA,NA,NA,"American","11/2/10",1265864400,32,2.7
16165,"Colorado State University (CSU)","CS","PhD","F10","Accepted","E-mail","2-Nov-10",1265864400,NA,NA,NA,NA,"American","11/2/10",1265864400,10,1.2
16166,"Purdue University","ECE","PhD","F10","Rejected","E-mail","2-Nov-10",1265864400,NA,NA,NA,NA,"International","11/2/10",1265864400,53,4.8
16167,"Brown University","CS","PhD","F10","Rejected","E-mail","2-Nov-10",1265864400,NA,170,166,5.5,"International","11/2/10",1265864400,26,3.3
16168,"University Of California, Santa Barbara (UCSB)","CS","PhD","F10","Accepted","E-mail","2-Nov-10",1265864400,NA,141,166,3,"International","11/2/10",1265864400,25,3.5
16169,"University Of Utah (UoU)","CS","PhD","F10","Accepted","Website","2-Nov-10",1265864400,NA,169,166,5,"American","11/2/10",1265864400,40,3.6
16170,"University Of California, Santa Barbara (UCSB)","CS","PhD","F10","Accepted","E-mail","2-Nov-10",1265864400,NA,NA,NA,NA,"American","11/2/10",1265864400,25,3.5
16171,"Brown University","CS","PhD","F10","Rejected","E-mail","2-Nov-10",1265864400,NA,NA,NA,NA,"International","11/2/10",1265864400,26,3.3
16172,"University Of California, Santa Cruz (UCSC)","ECE","PhD","S10","Accepted","E-mail","2-Nov-10",1265864400,NA,NA,NA,NA,"American","11/2/10",1265864400,32,2.7
16173,"Massachusetts Institute Of Technology (MIT)","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"American","11/2/10",1265864400,85,12.3
16174,"Purdue University","ECE","PhD","F10","Rejected","E-mail","2-Nov-10",1265864400,3.88,154,166,3.5,"International","11/2/10",1265864400,53,4.8
16175,"Purdue University","ECE","MS","F10","Rejected","E-mail","2-Nov-10",1265864400,NA,NA,NA,NA,"International with US Degree","11/2/10",1265864400,53,4.8
16176,"University Of Massachusetts, Amherst (UMass)","CS","PhD","F10","Accepted","E-mail","2-Nov-10",1265864400,NA,NA,NA,NA,"American","11/2/10",1265864400,50,4.7
16177,"University Of California, San Diego (UCSD)","CS","PhD","F10","Accepted","E-mail","2-Oct-10",1265778000,NA,NA,NA,NA,"American","11/2/10",1265864400,53,6.9
16178,"University Of Texas, Austin (UT Austin)","ECE","PhD","F10","Accepted","E-mail","2-Mar-10",1265173200,NA,NA,NA,NA,"American","11/2/10",1265864400,42,5.4
16179,"University Of California, Davis (UCD)","CS","PhD","F10","Accepted","E-mail","2-Feb-10",1265086800,NA,NA,NA,NA,"American","11/2/10",1265864400,28,2.9
16180,"Carnegie Mellon University (CMU)","CS","PhD","F10","Rejected","E-mail","2-Nov-10",1265864400,NA,NA,NA,NA,"International","11/2/10",1265864400,152,18.1
16181,"Yale University","CS","MS","F10","Accepted","E-mail","2-Aug-10",1265605200,NA,NA,NA,NA,"International","11/2/10",1265864400,26,2.5
16182,"University Of California, Los Angeles (UCLA)","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,3.66,142,166,3.5,"International","11/2/10",1265864400,37,5
16183,"University Of California, Los Angeles (UCLA)","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,NA,142,166,3.5,"International","11/2/10",1265864400,37,5
16184,"University Of Washington, Seattle (UW)","CS","PhD","F10","Accepted","E-mail","2-Oct-10",1265778000,NA,NA,NA,NA,"International","11/2/10",1265864400,57,8.4
16185,"University Of California, Los Angeles (UCLA)","CS","PhD","F10","Accepted","E-mail","2-Aug-10",1265605200,NA,NA,NA,NA,"American","11/2/10",1265864400,37,5
16186,"University Of Washington, Seattle (UW)","CS","PhD","F10","Accepted","Phone","2-Nov-10",1265864400,3.7,162,164,4,"American","11/2/10",1265864400,57,8.4
16187,"Rice University","CS","PhD","F10","Accepted","E-mail","2-Oct-10",1265778000,NA,166,166,4,"International","11/2/10",1265864400,19,2.8
16188,"Brown University","CS","PhD","F10","Rejected","E-mail","2-Nov-10",1265864400,NA,NA,NA,NA,"International","11/2/10",1265864400,26,3.3
16189,"University Of Washington, Seattle (UW)","CS","PhD","F10","Accepted","E-mail","2-Nov-10",1265864400,NA,NA,NA,NA,"American","11/2/10",1265864400,57,8.4
16190,"Brown University","CS","PhD","F10","Rejected","E-mail","2-Nov-10",1265864400,NA,NA,NA,NA,"International","11/2/10",1265864400,26,3.3
16191,"University Of Washington, Seattle (UW)","CS","PhD","F10","Accepted","Phone","2-Oct-10",1265778000,3.8,165,166,4.5,"American","10/2/10",1265778000,57,8.4
16192,"University Of Illinois, Urbana-Champaign (UIUC)","CS","PhD","F10","Accepted","E-mail","21-01-2010",1264050000,3.8,165,166,4.5,"American","10/2/10",1265778000,83,9.9
16193,"Cornell University","CS","PhD","F10","Accepted","Phone","2-Jun-10",1265432400,3.8,165,166,4.5,"American","10/2/10",1265778000,68,8.7
16194,"University Of Southern California (USC)","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,3.98,158,163,3.5,"American","10/2/10",1265778000,50,5.7
16195,"University Of California, Davis (UCD)","CS","PhD","F10","Accepted","E-mail","2-Oct-10",1265778000,3.98,160,160,5,"American","10/2/10",1265778000,28,2.9
16196,"Purdue University","ECE","PhD","F10","Accepted","E-mail","2-Oct-10",1265778000,NA,NA,NA,NA,"International","10/2/10",1265778000,53,4.8
16197,"North Caroline State University (NCSU)","CS","PhD","F10","Accepted","E-mail","2-Oct-10",1265778000,NA,NA,NA,NA,"American","10/2/10",1265778000,30,2.3
16198,"Purdue University","ECE","MS","F10","Accepted","E-mail","2-Oct-10",1265778000,NA,NA,NA,NA,"International","10/2/10",1265778000,53,4.8
16199,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","10/2/10",1265778000,68,8.7
16200,"Purdue University","ECE","PhD","F10","Accepted","E-mail","2-Oct-10",1265778000,NA,NA,NA,NA,"International","10/2/10",1265778000,53,4.8
16201,"University Of California, Los Angeles (UCLA)","CS","PhD","F10","Accepted","E-mail","2-Aug-10",1265605200,3.85,162,158,5,"American","10/2/10",1265778000,37,5
16202,"Purdue University","ECE","PhD","F10","Accepted","E-mail","2-Oct-10",1265778000,NA,NA,NA,NA,"International","10/2/10",1265778000,53,4.8
16203,"Purdue University","ECE","PhD","F10","Accepted","E-mail","2-Oct-10",1265778000,NA,NA,NA,NA,"International with US Degree","10/2/10",1265778000,53,4.8
16204,"Cornell University","CS","PhD","F10","Wait listed","E-mail","2-Aug-10",1265605200,NA,NA,NA,NA,"International","10/2/10",1265778000,68,8.7
16205,"University Of Illinois, Urbana-Champaign (UIUC)","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International with US Degree","10/2/10",1265778000,83,9.9
16206,"University Of Illinois, Urbana-Champaign (UIUC)","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International","10/2/10",1265778000,83,9.9
16207,"Cornell University","CS","PhD","F10","Wait listed","E-mail","2-Sep-10",1265691600,3.88,161,166,3,"International","10/2/10",1265778000,68,8.7
16208,"University Of Chicago (UChicago)","CS","PhD","F10","Accepted","E-mail","2-Apr-10",1265259600,NA,NA,NA,NA,"International with US Degree","10/2/10",1265778000,23,2.7
16209,"Yale University","CS","MS","F10","Accepted","E-mail","2-Aug-10",1265605200,NA,NA,NA,NA,"International","10/2/10",1265778000,26,2.5
16210,"University Of Maryland, College Park (UMD)","ECE","PhD","F10","Accepted","E-mail","2-Oct-10",1265778000,NA,NA,NA,NA,"International","10/2/10",1265778000,52,6.4
16211,"Rice University","CS","PhD","F10","Accepted","E-mail","2-Oct-10",1265778000,NA,NA,NA,NA,"International","10/2/10",1265778000,19,2.8
16212,"University Of Washington, Seattle (UW)","CS","PhD","F10","Accepted","E-mail","2-Oct-10",1265778000,NA,NA,NA,NA,"American","10/2/10",1265778000,57,8.4
16213,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Oct-10",1265778000,NA,NA,NA,NA,"Other","10/2/10",1265778000,68,8.7
16214,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Oct-10",1265778000,NA,NA,NA,NA,"International","10/2/10",1265778000,68,8.7
16215,"University Of Wisconsin, Madison","ECE","PhD","F10","Accepted","Postal Service","24-01-2010",1264309200,3,156,159,4,"American","10/2/10",1265778000,48,5.9
16216,"University Of Illinois, Urbana-Champaign (UIUC)","CS","PhD","F10","Accepted","E-mail","10-Aug-09",1254974400,NA,NA,NA,NA,"International with US Degree","10/2/10",1265778000,83,9.9
16217,"Rochester Institute Of Technology (RIT)","HCI","MS","F10","Accepted","E-mail","25-01-2010",1264395600,3.5,161,166,5.5,"American","10/2/10",1265778000,19,1.5
16218,"University Of Massachusetts, Amherst (UMass)","CS","PhD","F10","Accepted","E-mail","2-Oct-10",1265778000,NA,NA,NA,NA,"American","10/2/10",1265778000,50,4.7
16219,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,3.88,164,158,NA,"American","10/2/10",1265778000,68,8.7
16220,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Oct-10",1265778000,NA,NA,NA,NA,"International","10/2/10",1265778000,68,8.7
16221,"University Of Illinois, Urbana-Champaign (UIUC)","CS","PhD","F10","Rejected","Other","2-Sep-10",1265691600,NA,NA,NA,NA,"International","9/2/10",1265691600,83,9.9
16222,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"American","9/2/10",1265691600,68,8.7
16223,"University Of Georgia","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"International with US Degree","9/2/10",1265691600,7,1.3
16224,"University Of Florida, Gainesville (UFL)","IS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,144,166,2.5,"International","9/2/10",1265691600,23,1.9
16225,"University Of Massachusetts, Amherst (UMass)","CS","PhD","F10","Accepted","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"American","9/2/10",1265691600,50,4.7
16226,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,3.8,156,166,3,"International","9/2/10",1265691600,68,8.7
16227,"Cornell University","CS","PhD","F10","Rejected","E-mail","2-Sep-10",1265691600,NA,NA,NA,NA,"American","9/2/10",1265691600,68,8.7
